Abate,SIF,Estabelecimento,UF,Município,UF da GTA,Grupo,Espécie,Qtd Abate,Tipo Abate
mai.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
mai.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
mai.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
mai.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
mai.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,100,Normal
jun.-21,2628,"BOI DOURADO COMERCIO, INDUSTRIA, EXPORTACAO E IMPORTACAO DE CARNES LTDA",BA,SIMÕES FILHO,BA,Equídeos,Asinino,42,Normal
jun.-21,2628,"BOI DOURADO COMERCIO, INDUSTRIA, EXPORTACAO E IMPORTACAO DE CARNES LTDA",BA,SIMÕES FILHO,BA,Equídeos,Asinino,19,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,2,Sanitário
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,2,Sanitário
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,2628,"BOI DOURADO COMERCIO, INDUSTRIA, EXPORTACAO E IMPORTACAO DE CARNES LTDA",BA,SIMÕES FILHO,BA,Equídeos,Asinino,25,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,29,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,1,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,47,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,51,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,4,Necropsia
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,96,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,100,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,97,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,2,Necropsia
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,100,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,SP,Equídeos,Asinino,2,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,1,Emergência
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,19,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,52,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,48,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,1,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,48,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,18,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,2,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,2,Necropsia
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,113,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,19,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,2,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,18,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,29,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,24,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,6,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,1,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,1,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,99,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,1,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,19,Normal
jun.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,97,Normal
jun.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,3,Necropsia
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,38,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,1,Necropsia
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,12,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jun.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,50,Normal
jul.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,BA,Equídeos,Asinino,1,Normal
jul.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jul.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jul.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
jul.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,30,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,38,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,49,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,BA,Equídeos,Asinino,50,Normal
jul.-21,46,"NORDESTE PECUARIA, INDUSTRIA E COMERCIO LTDA",BA,AMARGOSA,PI,Equídeos,Asinino,46,Normal
jul.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,GO,Equídeos,Asinino,1,Normal
jul.-21,1803,FRIGORÍFICO FRIGOFAVA S/A,MG,ARAGUARI,RS,Equídeos,Asinino,10,Normal
jul.-21,2628,"BOI DOURADO COMERCIO, INDUSTRIA, EXPORTACAO E IMPORTACAO DE CARNES LTDA",BA,SIMÕES FILHO,BA,Equídeos,Asinino,4,Normal
jul.-21,2628,"BOI DOURADO COMERCIO, INDUSTRIA, EXPORTACAO E IMPORTACAO DE CARNES LTDA",BA,SIMÕES FILHO,BA,Equídeos,Asinino,31,Normal
jul.-21,3576,FRIGORÍFICO REGIONAL SUDOESTE LTDA,BA,ITAPETINGA,BA,Equídeos,Asinino,20,Normal
